Date,Joueurs,Mise,P-R1,W-R1,P-R2,W-R2,P-R3,W-R3,P-R4,W-R4,P-R5,W-R5,P-R6,W-R6,grilles,pay1,pay2,pay3,pay4,pay5,pay6,payout
2025-01-30,68109.0,348590.0,0.0,0.0,0.0,0.0,8.0,136.7,261.0,52.8,4145.0,6.3,24720.0,2.5,139436,0.0,0.0,1093.6,13780.8,26113.5,61800.0,102787.9
2025-02-03,68988.0,351950.0,0.0,0.0,0.0,0.0,7.0,110.1,311.0,36.8,4551.0,4.8,26416.0,2.5,140780,0.0,0.0,770.6999999999999,11444.8,21844.8,66040.0,100100.3
2025-02-06,67243.0,343532.5,0.0,0.0,0.0,0.0,10.0,95.8,313.0,40.7,4392.0,5.2,25099.0,2.5,137413,0.0,0.0,958.0,12739.1,22838.4,62747.5,99283.0
2025-02-10,67693.0,344232.5,0.0,0.0,0.0,0.0,6.0,113.1,336.0,50.7,4044.0,6.3,24487.0,2.5,137693,0.0,0.0,678.5999999999999,17035.2,25477.2,61217.5,104408.5
2025-02-13,65845.0,334445.0,0.0,0.0,0.0,0.0,2.0,153.5,239.0,51.9,3678.0,6.2,23298.0,2.5,133778,0.0,0.0,307.0,12404.1,22803.600000000002,58245.0,93759.70000000001
2025-02-17,70490.0,356562.5,0.0,0.0,0.0,0.0,13.0,129.1,245.0,53.0,3988.0,6.3,24926.0,2.5,142625,0.0,0.0,1678.3,12985.0,25124.399999999998,62315.0,102102.7
2025-02-20,67560.0,342622.5,0.0,0.0,0.0,0.0,7.0,82.7,343.0,35.9,4576.0,4.8,25168.0,2.5,137049,0.0,0.0,578.9,12313.699999999999,21964.8,62920.0,97777.4
2025-02-24,68251.0,347255.0,0.0,0.0,0.0,0.0,5.0,156.5,243.0,53.3,4003.0,6.6,23789.0,2.5,138902,0.0,0.0,782.5,12951.9,26419.8,59472.5,99626.7
2025-02-27,76056.0,389937.5,0.0,0.0,0.0,0.0,7.0,159.6,253.0,65.7,3929.0,7.6,25638.0,2.5,155975,0.0,0.0,1117.2,16622.100000000002,29860.399999999998,64095.0,111694.7
2025-03-03,72556.0,369535.0,0.0,0.0,0.0,0.0,10.0,101.3,342.0,41.9,4750.0,5.3,27635.0,2.5,147814,0.0,0.0,1013.0,14329.8,25175.0,69087.5,109605.3
2025-03-06,70862.0,359352.5,0.0,0.0,0.0,0.0,9.0,81.5,304.0,39.2,4439.0,5.1,26041.0,2.5,143741,0.0,0.0,733.5,11916.800000000001,22638.899999999998,65102.5,100391.7
2025-03-10,93488.0,459967.5,0.0,0.0,0.0,0.0,11.0,102.1,399.0,45.3,5619.0,5.5,33345.0,2.5,183987,0.0,0.0,1123.1,18074.699999999997,30904.5,83362.5,133464.8
2025-03-13,80405.0,405925.0,0.0,0.0,0.0,0.0,11.0,92.2,378.0,36.3,5386.0,4.8,29931.0,2.5,162370,0.0,0.0,1014.2,13721.4,25852.8,74827.5,115415.9
2025-03-17,81410.0,413890.0,0.0,0.0,0.0,0.0,9.0,137.1,356.0,46.6,4923.0,5.8,29406.0,2.5,165556,0.0,0.0,1233.8999999999999,16589.600000000002,28553.399999999998,73515.0,119891.9
2025-03-20,76376.0,389357.5,0.0,0.0,0.0,0.0,6.0,149.6,285.0,51.2,4302.0,6.3,26687.0,2.5,155743,0.0,0.0,897.5999999999999,14592.0,27102.6,66717.5,109309.7
2025-03-24,78508.0,404005.0,0.0,0.0,0.0,0.0,8.0,124.8,358.0,44.7,5299.0,5.3,30455.0,2.5,161602,0.0,0.0,998.4,16002.6,28084.7,76137.5,121223.2
2025-03-27,81643.0,421027.5,0.0,0.0,0.0,0.0,7.0,97.4,384.0,40.4,5358.0,5.4,30817.0,2.5,168411,0.0,0.0,681.8000000000001,15513.599999999999,28933.2,77042.5,122171.1
2025-03-31,90608.0,462590.0,0.0,0.0,0.0,0.0,8.0,119.9,384.0,49.4,5854.0,6.1,32984.0,2.5,185036,0.0,0.0,959.2,18969.6,35709.4,82460.0,138098.2
2025-04-03,83661.0,410200.0,0.0,0.0,0.0,0.0,14.0,76.2,344.0,31.5,5040.0,4.5,29153.0,2.5,164080,0.0,0.0,1066.8,10836.0,22680.0,72882.5,107465.3
2025-04-07,91536.0,427260.0,0.0,0.0,1.0,120000.0,9.0,87.3,367.0,38.0,5334.0,4.7,31371.0,2.5,170904,0.0,120000.0,785.6999999999999,13946.0,25069.8,78427.5,238229.0
2025-04-10,86399.0,406125.0,0.0,0.0,0.0,0.0,9.0,71.4,317.0,38.1,4745.0,5.4,28535.0,2.5,162450,0.0,0.0,642.6,12077.7,25623.0,71337.5,109680.8
2025-04-14,82301.0,392062.5,0.0,0.0,0.0,0.0,11.0,94.5,389.0,40.7,5075.0,5.4,28840.0,2.5,156825,0.0,0.0,1039.5,15832.300000000001,27405.0,72100.0,116376.8
2025-04-17,77055.0,374095.0,0.0,0.0,0.0,0.0,6.0,99.0,271.0,41.6,4504.0,5.6,26583.0,2.5,149638,0.0,0.0,594.0,11273.6,25222.399999999998,66457.5,103547.5
2025-04-21,72490.0,348007.5,0.0,0.0,0.0,0.0,5.0,181.6,207.0,61.9,3799.0,7.2,23374.0,2.5,139203,0.0,0.0,908.0,12813.3,27352.8,58435.0,99509.1
2025-04-24,75127.0,367710.0,0.0,0.0,0.0,0.0,7.0,117.2,315.0,41.7,4621.0,5.1,27018.0,2.5,147084,0.0,0.0,820.4,13135.5,23567.1,67545.0,105068.0
2025-04-28,78246.0,380655.0,0.0,0.0,0.0,0.0,3.0,102.9,305.0,48.0,4862.0,5.8,27190.0,2.5,152262,0.0,0.0,308.70000000000005,14640.0,28199.6,67975.0,111123.3
2025-05-01,65419.0,317475.0,1.0,7200000.0,0.0,0.0,8.0,81.2,320.0,33.5,4071.0,4.8,23493.0,2.5,126990,7200000.0,0.0,649.6,10720.0,19540.8,58732.5,7289642.899999999
2025-05-05,81106.0,413007.5,0.0,0.0,0.0,0.0,11.0,102.5,320.0,40.2,4956.0,5.4,29569.0,2.5,165203,0.0,0.0,1127.5,12864.0,26762.4,73922.5,114676.4
2025-05-08,75926.0,385047.5,0.0,0.0,0.0,0.0,9.0,143.3,255.0,59.2,4109.0,6.8,26048.0,2.5,154019,0.0,0.0,1289.7,15096.0,27941.2,65120.0,109446.9
2025-05-12,75771.0,383575.0,0.0,0.0,0.0,0.0,14.0,90.2,387.0,40.0,4946.0,5.1,28188.0,2.5,153430,0.0,0.0,1262.8,15480.0,25224.6,70470.0,112437.4
2025-05-15,72731.0,368482.5,0.0,0.0,0.0,0.0,6.0,144.3,312.0,48.5,4346.0,6.3,25286.0,2.5,147393,0.0,0.0,865.8000000000001,15132.0,27379.8,63215.0,106592.6
2025-05-19,89291.0,453660.0,0.0,0.0,0.0,0.0,6.0,129.1,368.0,51.3,5168.0,6.8,30488.0,2.5,181464,0.0,0.0,774.5999999999999,18878.399999999998,35142.4,76220.0,131015.4
2025-05-22,89238.0,451665.0,0.0,0.0,0.0,0.0,8.0,166.9,405.0,51.6,5264.0,6.5,31278.0,2.5,180666,0.0,0.0,1335.2,20898.0,34216.0,78195.0,134644.2
2025-05-26,92482.0,469172.5,0.0,0.0,0.0,0.0,11.0,119.2,382.0,44.9,5510.0,5.6,33177.0,2.5,187669,0.0,0.0,1311.2,17151.8,30855.999999999996,82942.5,132261.5
2025-05-29,87704.0,441035.0,0.0,0.0,0.0,0.0,9.0,151.4,302.0,48.7,5056.0,5.7,31922.0,2.5,176414,0.0,0.0,1362.6000000000001,14707.400000000001,28819.2,79805.0,124694.20000000001
2025-06-02,99684.0,507232.5,0.0,0.0,0.0,0.0,14.0,84.0,484.0,38.2,6659.0,5.1,36919.0,2.5,202893,0.0,0.0,1176.0,18488.800000000003,33960.899999999994,92297.5,145923.2
2025-06-05,98382.0,499592.5,0.0,0.0,0.0,0.0,5.0,118.0,394.0,44.4,5976.0,5.6,35966.0,2.5,199837,0.0,0.0,590.0,17493.6,33465.6,89915.0,141464.2
2025-06-09,92598.0,460570.0,0.0,0.0,0.0,0.0,18.0,68.8,508.0,31.6,6451.0,4.2,35443.0,2.5,184228,0.0,0.0,1238.3999999999999,16052.800000000001,27094.2,88607.5,132992.9
2025-06-12,88788.0,445982.5,0.0,0.0,0.0,0.0,7.0,100.0,391.0,40.1,5556.0,5.3,32353.0,2.5,178393,0.0,0.0,700.0,15679.1,29446.8,80882.5,126708.4
2025-06-16,95142.0,474652.5,0.0,0.0,0.0,0.0,11.0,87.1,433.0,40.2,5966.0,5.3,34117.0,2.5,189861,0.0,0.0,958.0999999999999,17406.600000000002,31619.8,85292.5,135277.0
2025-06-19,80591.0,403980.0,0.0,0.0,0.0,0.0,9.0,80.2,415.0,35.0,5325.0,4.6,29943.0,2.5,161592,0.0,0.0,721.8000000000001,14525.0,24494.999999999996,74857.5,114599.29999999999
2025-06-23,73159.0,370692.5,0.0,0.0,0.0,0.0,8.0,94.7,348.0,40.6,4832.0,5.4,26859.0,2.5,148277,0.0,0.0,757.6,14128.800000000001,26092.800000000003,67147.5,108126.70000000001
2025-06-26,71768.0,362895.0,0.0,0.0,0.0,0.0,10.0,73.6,389.0,30.7,4927.0,4.2,27686.0,2.5,145158,0.0,0.0,736.0,11942.3,20693.4,69215.0,102586.7
2025-06-30,75607.0,383277.5,0.0,0.0,0.0,0.0,8.0,146.0,311.0,47.0,4501.0,5.7,27217.0,2.5,153311,0.0,0.0,1168.0,14617.0,25655.7,68042.5,109483.2
2025-07-03,72486.0,368160.0,0.0,0.0,0.0,0.0,8.0,137.3,336.0,48.6,4374.0,5.9,26301.0,2.5,147264,0.0,0.0,1098.4,16329.6,25806.600000000002,65752.5,108987.1
2025-07-07,74321.0,374490.0,1.0,7200000.0,0.0,0.0,10.0,74.8,345.0,34.3,4763.0,4.8,27266.0,2.5,149796,7200000.0,0.0,748.0,11833.499999999998,22862.399999999998,68165.0,7303608.9
2025-07-10,78856.0,399320.0,0.0,0.0,0.0,0.0,14.0,103.7,377.0,33.2,5593.0,4.5,30781.0,2.5,159728,0.0,0.0,1451.8,12516.400000000001,25168.5,76952.5,116089.2
2025-07-14,86048.0,432212.5,0.0,0.0,0.0,0.0,10.0,95.0,353.0,44.1,5270.0,5.6,30882.0,2.5,172885,0.0,0.0,950.0,15567.300000000001,29511.999999999996,77205.0,123234.3
2025-07-17,82301.0,416030.0,0.0,0.0,0.0,0.0,15.0,81.8,422.0,37.5,5739.0,5.0,31403.0,2.5,166412,0.0,0.0,1227.0,15825.0,28695.0,78507.5,124254.5
2025-07-21,78507.0,387955.0,0.0,0.0,0.0,0.0,8.0,79.9,441.0,31.3,5485.0,4.5,29678.0,2.5,155182,0.0,0.0,639.2,13803.300000000001,24682.5,74195.0,113320.0
2025-07-24,81747.0,408450.0,0.0,0.0,0.0,0.0,4.0,135.5,326.0,47.2,4840.0,6.0,28823.0,2.5,163380,0.0,0.0,542.0,15387.2,29040.0,72057.5,117026.7
2025-07-28,82555.0,413087.5,0.0,0.0,0.0,0.0,8.0,93.0,347.0,42.3,5013.0,5.5,30074.0,2.5,165235,0.0,0.0,744.0,14678.099999999999,27571.5,75185.0,118178.6
2025-07-31,79784.0,402692.5,0.0,0.0,0.0,0.0,12.0,86.5,384.0,38.2,5039.0,5.3,28654.0,2.5,161077,0.0,0.0,1038.0,14668.800000000001,26706.7,71635.0,114048.5
2025-08-04,84643.0,424067.5,0.0,0.0,0.0,0.0,7.0,135.6,308.0,38.5,5446.0,4.6,31246.0,2.5,169627,0.0,0.0,949.1999999999999,11858.0,25051.6,78115.0,115973.8
2025-08-07,84178.0,422377.5,0.0,0.0,0.0,0.0,11.0,108.3,357.0,42.6,5155.0,5.5,30054.0,2.5,168951,0.0,0.0,1191.3,15208.2,28352.5,75135.0,119887.0
2025-08-11,89109.0,447432.5,0.0,0.0,1.0,120000.0,11.0,103.0,469.0,41.4,6105.0,5.2,33316.0,2.5,178973,0.0,120000.0,1133.0,19416.6,31746.0,83290.0,255585.6
2025-08-14,88693.0,446337.5,0.0,0.0,0.0,0.0,3.0,145.5,328.0,52.4,5033.0,6.0,31478.0,2.5,178535,0.0,0.0,436.5,17187.2,30198.0,78695.0,126516.7
2025-08-18,81310.0,398815.0,0.0,0.0,0.0,0.0,9.0,151.8,295.0,64.5,4131.0,7.9,25503.0,2.5,159526,0.0,0.0,1366.2,19027.5,32634.9,63757.5,116786.1
2025-08-21,82711.0,416625.0,0.0,0.0,0.0,0.0,3.0,109.3,337.0,46.9,4692.0,5.9,29092.0,2.5,166650,0.0,0.0,327.9,15805.3,27682.800000000003,72730.0,116546.0
2025-08-25,78410.0,393952.5,0.0,0.0,0.0,0.0,4.0,191.8,304.0,52.6,4551.0,6.4,27381.0,2.5,157581,0.0,0.0,767.2,15990.4,29126.4,68452.5,114336.5
2025-08-28,79479.0,402407.5,0.0,0.0,0.0,0.0,8.0,132.4,317.0,41.5,4982.0,4.8,30077.0,2.5,160963,0.0,0.0,1059.2,13155.5,23913.6,75192.5,113320.8
2025-09-01,84986.0,428047.5,0.0,0.0,0.0,0.0,7.0,162.8,272.0,58.4,4514.0,6.8,28847.0,2.5,171219,0.0,0.0,1139.6000000000001,15884.8,30695.2,72117.5,119837.1
2025-09-04,79839.0,403000.0,0.0,0.0,0.0,0.0,9.0,116.7,337.0,44.1,5145.0,5.4,29586.0,2.5,161200,0.0,0.0,1050.3,14861.7,27783.000000000004,73965.0,117660.0
2025-09-08,79949.0,406077.5,0.0,0.0,0.0,0.0,10.0,102.2,355.0,36.1,5343.0,4.9,29944.0,2.5,162431,0.0,0.0,1022.0,12815.5,26180.7,74860.0,114878.2
2025-09-11,75302.0,379882.5,0.0,0.0,0.0,0.0,7.0,128.2,317.0,41.2,4901.0,5.0,27481.0,2.5,151953,0.0,0.0,897.3999999999999,13060.400000000001,24505.0,68702.5,107165.3
2025-09-15,76396.0,383667.5,0.0,0.0,0.0,0.0,5.0,83.7,361.0,33.0,4963.0,4.6,28194.0,2.5,153467,0.0,0.0,418.5,11913.0,22829.8,70485.0,105646.3
2025-09-18,72796.0,364020.0,0.0,0.0,0.0,0.0,5.0,149.3,286.0,53.7,4091.0,6.9,24509.0,2.5,145608,0.0,0.0,746.5,15358.2,28227.9,61272.5,105605.1
2025-09-22,74469.0,373337.5,0.0,0.0,0.0,0.0,15.0,80.5,344.0,39.3,4826.0,5.2,26871.0,2.5,149335,0.0,0.0,1207.5,13519.199999999999,25095.2,67177.5,106999.4
2025-09-25,74337.0,375585.0,0.0,0.0,0.0,0.0,9.0,66.2,414.0,32.9,5355.0,4.5,28218.0,2.5,150234,0.0,0.0,595.8000000000001,13620.599999999999,24097.5,70545.0,108858.9
2025-09-29,85786.0,444195.0,0.0,0.0,0.0,0.0,4.0,132.3,323.0,44.5,5128.0,5.4,31068.0,2.5,177678,0.0,0.0,529.2,14373.5,27691.2,77670.0,120263.9
2025-10-02,135043.0,784005.0,0.0,0.0,0.0,0.0,27.0,363.2,900.0,23.9,10913.0,3.9,60521.0,2.5,313602,0.0,0.0,9806.4,21510.0,42560.7,151302.5,225179.6
2025-10-06,153776.0,888825.0,0.0,0.0,0.0,0.0,18.0,668.1,678.0,44.7,10508.0,6.2,62843.0,2.5,355530,0.0,0.0,12025.800000000001,30306.600000000002,65149.6,157107.5,264589.5
2025-10-09,144112.0,842507.5,0.0,0.0,0.0,0.0,19.0,474.5,866.0,32.0,10948.0,4.8,62310.0,2.5,337003,0.0,0.0,9015.5,27712.0,52550.4,155775.0,245052.9
2025-10-13,140596.0,805455.0,0.0,0.0,0.0,0.0,21.0,412.0,796.0,28.6,10187.0,4.5,58830.0,2.5,322182,0.0,0.0,8652.0,22765.600000000002,45841.5,147075.0,224334.1
2025-10-16,126465.0,722492.5,0.0,0.0,0.0,0.0,11.0,758.7,552.0,42.3,8541.0,5.7,51419.0,2.5,288997,0.0,0.0,8345.7,23349.6,48683.700000000004,128547.5,208926.5
2025-10-20,126167.0,710350.0,0.0,0.0,0.0,0.0,14.0,471.7,568.0,34.4,8507.0,5.2,50290.0,2.5,284140,0.0,0.0,6603.8,19539.2,44236.4,125725.0,196104.4
2025-10-23,117551.0,655487.5,0.0,0.0,0.0,0.0,18.0,474.7,531.0,31.7,8280.0,4.7,48467.0,2.5,262195,0.0,0.0,8544.6,16832.7,38916.0,121167.5,185460.8
2025-10-27,122414.0,683217.5,0.0,0.0,0.0,0.0,17.0,535.3,636.0,34.0,9325.0,4.7,50866.0,2.5,273287,0.0,0.0,9100.099999999999,21624.0,43827.5,127165.0,201716.6
2025-10-30,116353.0,655410.0,0.0,0.0,0.0,0.0,16.0,389.8,598.0,31.9,7976.0,5.0,46604.0,2.5,262164,0.0,0.0,6236.8,19076.2,39880.0,116510.0,181703.0
2025-11-03,119853.0,661452.5,0.0,0.0,0.0,0.0,18.0,451.2,615.0,30.2,8995.0,4.6,49447.0,2.5,264581,0.0,0.0,8121.599999999999,18573.0,41377.0,123617.5,191689.1
2025-11-06,117862.0,655215.0,0.0,0.0,0.0,0.0,8.0,576.2,490.0,38.1,7468.0,5.3,46394.0,2.5,262086,0.0,0.0,4609.6,18669.0,39580.4,115985.0,178844.0
2025-11-10,114422.0,626782.5,0.0,0.0,0.0,0.0,23.0,293.7,734.0,27.9,8619.0,4.3,47235.0,2.5,250713,0.0,0.0,6755.099999999999,20478.6,37061.7,118087.5,182382.9
2025-11-13,103453.0,560335.0,0.0,0.0,1.0,120000.0,10.0,468.4,445.0,30.1,7129.0,4.2,41872.0,2.5,224134,0.0,120000.0,4684.0,13394.5,29941.800000000003,104680.0,272700.3
2025-11-17,111186.0,602472.5,0.0,0.0,0.0,0.0,27.0,243.6,708.0,26.7,8141.0,4.5,44902.0,2.5,240989,0.0,0.0,6577.2,18903.6,36634.5,112255.0,174370.3
2025-11-20,102991.0,554072.5,0.0,0.0,0.0,0.0,15.0,482.1,461.0,30.9,7066.0,4.7,41597.0,2.5,221629,0.0,0.0,7231.5,14244.9,33210.200000000004,103992.5,158679.1
2025-11-24,107379.0,582400.0,0.0,0.0,0.0,0.0,10.0,500.3,500.0,31.8,7228.0,4.7,41537.0,2.5,232960,0.0,0.0,5003.0,15900.0,33971.6,103842.5,158717.1
2025-11-27,104002.0,564922.5,0.0,0.0,0.0,0.0,14.0,622.3,466.0,39.6,6738.0,5.5,40341.0,2.5,225969,0.0,0.0,8712.199999999999,18453.600000000002,37059.0,100852.5,165077.3
2025-12-01,116275.0,634175.0,0.0,0.0,0.0,0.0,19.0,351.4,632.0,29.5,8400.0,4.5,46463.0,2.5,253670,0.0,0.0,6676.599999999999,18644.0,37800.0,116157.5,179278.1
2025-12-04,107061.0,580047.5,0.0,0.0,0.0,0.0,13.0,809.0,488.0,47.0,6583.0,6.5,40007.0,2.5,232019,0.0,0.0,10517.0,22936.0,42789.5,100017.5,176260.0
2025-12-08,109505.0,590837.5,0.0,0.0,0.0,0.0,23.0,269.4,658.0,20.0,8723.0,3.3,46693.0,2.5,236335,0.0,0.0,6196.2,13160.0,28785.899999999998,116732.5,164874.6
2025-12-11,104687.0,565907.5,0.0,0.0,0.0,0.0,9.0,557.2,523.0,36.2,7215.0,5.2,40610.0,2.5,226363,0.0,0.0,5014.8,18932.600000000002,37518.0,101525.0,162990.4
2025-12-15,102403.0,553822.5,0.0,0.0,0.0,0.0,11.0,517.6,454.0,35.8,6496.0,5.0,40308.0,2.5,221529,0.0,0.0,5693.6,16253.199999999999,32480.0,100770.0,155196.8
2025-12-18,98668.0,534742.5,0.0,0.0,0.0,0.0,17.0,325.8,574.0,24.3,7593.0,3.7,41969.0,2.5,213897,0.0,0.0,5538.6,13948.2,28094.100000000002,104922.5,152503.40000000002
2025-12-22,105085.0,573732.5,0.0,0.0,0.0,0.0,8.0,625.8,426.0,37.4,6802.0,5.4,40776.0,2.5,229493,0.0,0.0,5006.4,15932.4,36730.8,101940.0,159609.6
2025-12-25,94716.0,514490.0,0.0,0.0,0.0,0.0,10.0,523.5,388.0,34.1,6289.0,4.6,38325.0,2.5,205796,0.0,0.0,5235.0,13230.800000000001,28929.399999999998,95812.5,143207.7
2025-12-29,106479.0,579917.5,0.0,0.0,0.0,0.0,8.0,370.2,480.0,30.4,7482.0,4.5,42594.0,2.5,231967,0.0,0.0,2961.6,14592.0,33669.0,106485.0,157707.6
2026-01-01,102787.0,559780.0,0.0,0.0,0.0,0.0,11.0,434.6,533.0,31.7,7218.0,4.8,40826.0,2.5,223912,0.0,0.0,4780.6,16896.1,34646.4,102065.0,158388.1
2026-01-05,104373.0,557605.0,0.0,0.0,0.0,0.0,8.0,633.1,560.0,40.5,6992.0,5.8,40462.0,2.5,223042,0.0,0.0,5064.8,22680.0,40553.6,101155.0,169453.4
2026-01-08,99546.0,535647.5,0.0,0.0,0.0,0.0,4.0,589.2,386.0,38.9,6145.0,5.6,37115.0,2.5,214259,0.0,0.0,2356.8,15015.4,34412.0,92787.5,144571.7
2026-01-12,98987.0,528955.0,0.0,0.0,0.0,0.0,17.0,324.0,532.0,27.4,7134.0,4.3,39593.0,2.5,211582,0.0,0.0,5508.0,14576.8,30676.199999999997,98982.5,149743.5
2026-01-15,92434.0,491170.0,0.0,0.0,0.0,0.0,12.0,602.1,443.0,35.1,6308.0,5.1,35207.0,2.5,196468,0.0,0.0,7225.200000000001,15549.300000000001,32170.8,88017.5,142962.8
2026-01-19,98034.0,520432.5,0.0,0.0,0.0,0.0,13.0,504.8,479.0,32.1,6379.0,4.8,37417.0,2.5,208173,0.0,0.0,6562.400000000001,15375.900000000001,30619.199999999997,93542.5,146100.0
2026-01-22,91613.0,482322.5,0.0,0.0,0.0,0.0,10.0,357.7,463.0,25.8,6305.0,4.1,36036.0,2.5,192929,0.0,0.0,3577.0,11945.4,25850.499999999996,90090.0,131462.9
2026-01-26,100384.0,529997.5,0.0,0.0,0.0,0.0,16.0,541.9,475.0,40.8,6327.0,5.7,36780.0,2.5,211999,0.0,0.0,8670.4,19380.0,36063.9,91950.0,156064.3
2026-01-29,91902.0,486675.0,0.0,0.0,0.0,0.0,6.0,532.6,386.0,35.7,6044.0,4.8,35964.0,2.5,194670,0.0,0.0,3195.6000000000004,13780.2,29011.2,89910.0,135897.0
2026-02-02,99065.0,533940.0,0.0,0.0,0.0,0.0,8.0,593.4,449.0,34.5,6458.0,4.9,38620.0,2.5,213576,0.0,0.0,4747.2,15490.5,31644.2,96550.0,148431.9
2026-02-05,96625.0,516067.5,0.0,0.0,0.0,0.0,14.0,677.1,440.0,39.4,6533.0,5.5,38278.0,2.5,206427,0.0,0.0,9479.4,17336.0,35931.5,95695.0,158441.9
2026-02-09,99190.0,528362.5,0.0,0.0,0.0,0.0,14.0,291.2,497.0,27.8,6885.0,4.4,38754.0,2.5,211345,0.0,0.0,4076.7999999999997,13816.6,30294.000000000004,96885.0,145072.40000000002
2026-02-12,95743.0,505755.0,0.0,0.0,0.0,0.0,6.0,839.6,408.0,48.3,5593.0,6.4,34207.0,2.5,202302,0.0,0.0,5037.6,19706.399999999998,35795.200000000004,85517.5,146056.7
2026-02-16,101500.0,536950.0,0.0,0.0,0.0,0.0,19.0,369.2,526.0,29.6,6976.0,4.6,39593.0,2.5,214780,0.0,0.0,7014.8,15569.6,32089.6,98982.5,153656.5
2026-02-19,92710.0,486540.0,0.0,0.0,0.0,0.0,5.0,723.3,358.0,46.2,5488.0,6.0,35097.0,2.5,194616,0.0,0.0,3616.5,16539.600000000002,32928.0,87742.5,140826.6
2026-02-23,102844.0,542637.5,0.0,0.0,0.0,0.0,14.0,406.0,462.0,32.7,6880.0,4.7,39123.0,2.5,217055,0.0,0.0,5684.0,15107.400000000001,32336.0,97807.5,150934.9
2026-02-26,94976.0,499617.5,0.0,0.0,0.0,0.0,13.0,532.6,417.0,34.5,6432.0,4.8,36776.0,2.5,199847,0.0,0.0,6923.8,14386.5,30873.6,91940.0,144123.9
2026-03-02,95887.0,506380.0,0.0,0.0,0.0,0.0,6.0,564.0,416.0,34.8,6388.0,5.0,36630.0,2.5,202552,0.0,0.0,3384.0,14476.8,31940.0,91575.0,141375.8
2026-03-05,93735.0,494390.0,0.0,0.0,0.0,0.0,15.0,586.5,389.0,43.4,5843.0,6.1,34137.0,2.5,197756,0.0,0.0,8797.5,16882.6,35642.299999999996,85342.5,146664.9
2026-03-09,93611.0,493380.0,0.0,0.0,0.0,0.0,13.0,723.7,350.0,52.7,5022.0,7.3,31845.0,2.5,197352,0.0,0.0,9408.1,18445.0,36660.6,79612.5,144126.2
2026-03-12,90232.0,475110.0,0.0,0.0,0.0,0.0,5.0,724.1,351.0,44.8,5574.0,6.0,33282.0,2.5,190044,0.0,0.0,3620.5,15724.8,33444.0,83205.0,135994.3
2026-03-16,95410.0,498795.0,0.0,0.0,0.0,0.0,6.0,684.3,365.0,43.6,5550.0,6.2,34223.0,2.5,199518,0.0,0.0,4105.799999999999,15914.0,34410.0,85557.5,139987.3
2026-03-19,86024.0,445317.5,0.0,0.0,0.0,0.0,18.0,524.6,337.0,34.9,5202.0,5.1,32011.0,2.5,178127,0.0,0.0,9442.800000000001,11761.3,26530.199999999997,80027.5,127761.79999999999
2026-03-23,87685.0,458185.0,0.0,0.0,0.0,0.0,14.0,422.2,384.0,29.7,5925.0,4.6,33098.0,2.5,183274,0.0,0.0,5910.8,11404.8,27254.999999999996,82745.0,127315.59999999999
2026-03-26,84322.0,440877.5,0.0,0.0,0.0,0.0,6.0,990.5,336.0,47.9,4739.0,6.6,29561.0,2.5,176351,0.0,0.0,5943.0,16094.4,31277.399999999998,73902.5,127217.3
2026-03-30,88498.0,466767.5,0.0,0.0,0.0,0.0,9.0,481.8,428.0,32.6,5895.0,4.9,34000.0,2.5,186707,0.0,0.0,4336.2,13952.800000000001,28885.500000000004,85000.0,132174.5
2026-04-02,107024.0,573915.0,0.0,0.0,0.0,0.0,14.0,472.4,542.0,30.9,7886.0,4.6,43051.0,2.5,229566,0.0,0.0,6613.599999999999,16747.8,36275.6,107627.5,167264.5
2026-04-06,91938.0,464435.0,0.0,0.0,0.0,0.0,16.0,559.8,362.0,36.1,5786.0,5.1,33301.0,2.5,185774,0.0,0.0,8956.8,13068.2,29508.6,83252.5,134786.1
2026-04-09,95989.0,475355.0,0.0,0.0,0.0,0.0,17.0,291.8,548.0,21.2,7351.0,3.4,37554.0,2.5,190142,0.0,0.0,4960.6,11617.6,24993.399999999998,93885.0,135456.6
2026-04-13,90372.0,438157.5,0.0,0.0,0.0,0.0,17.0,400.0,418.0,28.8,5792.0,4.4,32550.0,2.5,175263,0.0,0.0,6800.0,12038.4,25484.800000000003,81375.0,125698.20000000001
2026-04-16,85937.0,420922.5,0.0,0.0,0.0,0.0,5.0,728.5,251.0,43.5,4799.0,5.6,30486.0,2.5,168369,0.0,0.0,3642.5,10918.5,26874.399999999998,76215.0,117650.4
2026-04-20,87201.0,427247.5,0.0,0.0,0.0,0.0,10.0,314.9,401.0,26.6,5615.0,4.3,31642.0,2.5,170899,0.0,0.0,3149.0,10666.6,24144.5,79105.0,117065.1
2026-04-23,87461.0,424227.5,0.0,0.0,1.0,120000.0,15.0,268.0,531.0,19.2,6549.0,3.2,33789.0,2.5,169691,0.0,120000.0,4020.0,10195.199999999999,20956.800000000003,84472.5,239644.5
2026-04-27,85600.0,421270.0,0.0,0.0,0.0,0.0,6.0,552.5,335.0,40.3,4971.0,5.8,29901.0,2.5,168508,0.0,0.0,3315.0,13500.499999999998,28831.8,74752.5,120399.8
2026-04-30,86477.0,434280.0,0.0,0.0,0.0,0.0,10.0,300.0,496.0,20.8,6289.0,3.5,33143.0,2.5,173712,0.0,0.0,3000.0,10316.800000000001,22011.5,82857.5,118185.8
