Date;Joueurs;Cash;P-R1;W-R1;P-R2;W-R2;P-R3;W-R3;P-R4;W-R4;P-R5;W-R5;P-R6;W-R6;P-R7;W-R7;P-R8;W-R8
2019-12-31;301842;557308,50;0;0,00;0;20000,00;9;2.000,00;64;200,00;670;20,00;6702;5,00;67227;2,00;31052;1,50
2019-12-30;5302;18661,50;0;0,00;0;20000,00;0;2.000,00;2;200,00;22;20,00;215;5,00;2226;2,00;1014;1,50
2019-12-29;3734;12204,00;0;0,00;0;20000,00;0;2.000,00;3;200,00;12;20,00;133;5,00;1457;2,00;618;1,50
2019-12-28;193918;338394,00;0;0,00;0;20000,00;2;2.000,00;39;200,00;435;20,00;4044;5,00;40246;2,00;18451;1,50
2019-12-27;137239;249037,50;0;0,00;0;20000,00;2;2.000,00;37;200,00;310;20,00;2946;5,00;30162;2,00;13401;1,50
2019-12-26;4906;17757,00;0;0,00;0;20000,00;1;2.000,00;1;200,00;30;20,00;208;5,00;2158;2,00;1020;1,50
2019-12-25;112136;203037,00;0;0,00;0;20000,00;3;2.000,00;38;200,00;263;20,00;2473;5,00;24163;2,00;10448;1,50
2019-12-24;253800;462705,00;0;0,00;0;20000,00;6;2.000,00;60;200,00;547;20,00;5485;5,00;55612;2,00;25919;1,50
2019-12-23;5078;18984,00;0;0,00;0;20000,00;0;2.000,00;4;200,00;27;20,00;237;5,00;2342;2,00;1063;1,50
2019-12-22;3771;12066,00;0;0,00;0;20000,00;0;2.000,00;1;200,00;12;20,00;125;5,00;1435;2,00;663;1,50
2019-12-21;198073;345471,00;0;0,00;1;20000,00;2;2.000,00;51;200,00;414;20,00;4193;5,00;41739;2,00;17079;1,50
2019-12-20;142857;255481,50;0;0,00;0;20000,00;5;2.000,00;34;200,00;307;20,00;3061;5,00;30635;2,00;14390;1,50
2019-12-19;4434;14725,50;0;0,00;0;20000,00;0;2.000,00;2;200,00;27;20,00;169;5,00;1795;2,00;838;1,50
2019-12-18;113767;203785,50;0;0,00;0;20000,00;4;2.000,00;32;200,00;232;20,00;2396;5,00;24468;2,00;10896;1,50
2019-12-17;104544;191106,00;0;0,00;0;20000,00;3;2.000,00;20;200,00;234;20,00;2276;5,00;22625;2,00;10658;1,50
2019-12-16;4178;13809,00;0;0,00;0;20000,00;1;2.000,00;0;200,00;18;20,00;172;5,00;1653;2,00;732;1,50
2019-12-15;3418;10503,00;0;0,00;0;20000,00;0;2.000,00;3;200,00;15;20,00;119;5,00;1204;2,00;596;1,50
2019-12-14;211939;369856,50;0;0,00;0;20000,00;5;2.000,00;44;200,00;439;20,00;4359;5,00;44633;2,00;21551;1,50
2019-12-13;282022;504378,00;0;0,00;0;20000,00;4;2.000,00;76;200,00;628;20,00;6022;5,00;61126;2,00;28276;1,50
2019-12-12;4465;14931,00;0;0,00;0;20000,00;0;2.000,00;1;200,00;14;20,00;172;5,00;1801;2,00;885;1,50
2019-12-11;124930;225118,50;0;0,00;0;20000,00;1;2.000,00;27;200,00;271;20,00;2639;5,00;27166;2,00;14051;1,50
2019-12-10;97903;178542,00;0;0,00;0;20000,00;1;2.000,00;28;200,00;189;20,00;2146;5,00;21567;2,00;10226;1,50
2019-12-09;4140;13405,50;0;0,00;0;20000,00;0;2.000,00;2;200,00;13;20,00;159;5,00;1591;2,00;687;1,50
2019-12-08;3353;10281,00;0;0,00;0;20000,00;1;2.000,00;3;200,00;17;20,00;125;5,00;1213;2,00;522;1,50
2019-12-07;206402;359535,00;0;0,00;1;20000,00;3;2.000,00;41;200,00;416;20,00;4379;5,00;43531;2,00;22243;1,50
2019-12-06;142271;253204,50;0;0,00;0;20000,00;4;2.000,00;29;200,00;301;20,00;3098;5,00;30072;2,00;14520;1,50
