Date;Joueurs;Cash;P-R1;W-R1;P-R2;W-R2;P-R3;W-R3;P-R4;W-R4;P-R5;W-R5;P-R6;W-R6;P-R7;W-R7;P-R8;W-R8
2026-07-20;21364;46602,00;0;0,00;0;20000,00;0;2.000,00;7;200,00;56;20,00;564;5,00;5576;2,00;2582;1,50
2026-07-19;4504;15364,50;0;0,00;0;20000,00;0;2.000,00;0;200,00;27;20,00;169;5,00;1808;2,00;946;1,50
2026-07-18;184611;341485,50;0;0,00;0;20000,00;1;2.000,00;46;200,00;443;20,00;4035;5,00;40640;2,00;18640;1,50
2026-07-17;135719;262644,00;0;0,00;0;20000,00;4;2.000,00;31;200,00;330;20,00;3084;5,00;31459;2,00;14640;1,50
2026-07-16;21611;48118,50;0;0,00;0;20000,00;0;2.000,00;7;200,00;62;20,00;578;5,00;5673;2,00;3022;1,50
2026-07-15;175364;350560,50;0;0,00;0;20000,00;4;2.000,00;47;200,00;436;20,00;4037;5,00;42225;2,00;18342;1,50
2026-07-14;102610;202954,50;0;0,00;0;20000,00;3;2.000,00;22;200,00;289;20,00;2453;5,00;24379;2,00;11292;1,50
2026-07-13;22530;49306,50;0;0,00;0;20000,00;0;2.000,00;8;200,00;57;20,00;610;5,00;6054;2,00;2802;1,50
2026-07-12;4540;15639,00;0;0,00;0;20000,00;1;2.000,00;0;200,00;21;20,00;199;5,00;1867;2,00;835;1,50
2026-07-11;228095;436158,00;0;0,00;0;20000,00;4;2.000,00;52;200,00;515;20,00;5212;5,00;52402;2,00;24204;1,50
2026-07-10;139102;269365,50;0;0,00;1;20000,00;5;2.000,00;24;200,00;354;20,00;3275;5,00;32466;2,00;15230;1,50
2026-07-09;22177;48994,50;0;0,00;0;20000,00;0;2.000,00;6;200,00;64;20,00;590;5,00;5959;2,00;2760;1,50
2026-07-08;174580;348645,00;0;0,00;0;20000,00;6;2.000,00;55;200,00;416;20,00;4214;5,00;42283;2,00;18184;1,50
2026-07-07;102754;203389,50;0;0,00;0;20000,00;3;2.000,00;24;200,00;239;20,00;2443;5,00;24220;2,00;11020;1,50
2026-07-06;22930;50049,00;0;0,00;0;20000,00;1;2.000,00;8;200,00;66;20,00;566;5,00;6166;2,00;2768;1,50
2026-07-05;4654;16309,50;0;0,00;0;20000,00;0;2.000,00;0;200,00;13;20,00;195;5,00;1904;2,00;847;1,50
2026-07-04;224625;429708,00;0;0,00;0;20000,00;1;2.000,00;51;200,00;489;20,00;5261;5,00;51477;2,00;24498;1,50
2026-07-03;152653;299199,00;0;0,00;0;20000,00;4;2.000,00;36;200,00;369;20,00;3474;5,00;36167;2,00;18090;1,50
2026-07-02;22284;49519,50;0;0,00;0;20000,00;0;2.000,00;3;200,00;46;20,00;608;5,00;6095;2,00;2691;1,50
2026-07-01;168089;333475,50;0;0,00;0;20000,00;3;2.000,00;47;200,00;412;20,00;4015;5,00;39938;2,00;20654;1,50
2026-06-30;115372;229590,00;0;0,00;0;20000,00;1;2.000,00;25;200,00;297;20,00;2739;5,00;27679;2,00;11956;1,50
2026-06-29;21918;48123,00;0;0,00;0;20000,00;0;2.000,00;9;200,00;55;20,00;552;5,00;5699;2,00;2762;1,50
2026-06-28;4520;15708,00;0;0,00;0;20000,00;0;2.000,00;0;200,00;17;20,00;179;5,00;1868;2,00;820;1,50
2026-06-27;223537;431281,50;0;0,00;0;20000,00;3;2.000,00;52;200,00;473;20,00;5271;5,00;51917;2,00;22011;1,50
2026-06-26;141727;275112,00;0;0,00;0;20000,00;3;2.000,00;33;200,00;338;20,00;3343;5,00;33078;2,00;15298;1,50
2026-06-25;21262;46642,50;0;0,00;0;20000,00;0;2.000,00;3;200,00;59;20,00;539;5,00;5415;2,00;2586;1,50
2026-06-24;156353;308356,50;0;0,00;0;20000,00;3;2.000,00;35;200,00;387;20,00;3788;5,00;36824;2,00;18865;1,50
2026-06-23;108301;213939,00;0;0,00;1;20000,00;6;2.000,00;29;200,00;233;20,00;2430;5,00;25585;2,00;11831;1,50
2026-06-22;22074;48276,00;0;0,00;0;20000,00;0;2.000,00;5;200,00;40;20,00;551;5,00;5797;2,00;2990;1,50
2026-06-21;4735;16564,50;0;0,00;0;20000,00;0;2.000,00;2;200,00;22;20,00;182;5,00;1913;2,00;822;1,50
2026-06-20;204387;384147,00;0;0,00;0;20000,00;2;2.000,00;44;200,00;490;20,00;4670;5,00;46125;2,00;22066;1,50
2026-06-19;143978;277566,00;0;0,00;0;20000,00;2;2.000,00;31;200,00;307;20,00;3323;5,00;33507;2,00;14397;1,50
2026-06-18;21837;47535,00;0;0,00;0;20000,00;1;2.000,00;4;200,00;69;20,00;568;5,00;5823;2,00;2603;1,50
2026-06-17;147867;288843,00;0;0,00;1;20000,00;2;2.000,00;30;200,00;328;20,00;3487;5,00;34717;2,00;15977;1,50
2026-06-16;111560;221203,50;0;0,00;0;20000,00;3;2.000,00;34;200,00;244;20,00;2582;5,00;25929;2,00;12712;1,50
2026-06-15;23519;50928,00;0;0,00;0;20000,00;0;2.000,00;7;200,00;66;20,00;637;5,00;6036;2,00;2881;1,50
2026-06-14;4649;15933,00;0;0,00;0;20000,00;1;2.000,00;3;200,00;17;20,00;168;5,00;1807;2,00;918;1,50
2026-06-13;200726;374542,50;0;0,00;0;20000,00;6;2.000,00;52;200,00;467;20,00;4601;5,00;45344;2,00;19807;1,50
2026-06-12;154872;303438,00;0;0,00;1;20000,00;4;2.000,00;28;200,00;346;20,00;3671;5,00;36341;2,00;16963;1,50
2026-06-11;25086;55287,00;0;0,00;0;20000,00;1;2.000,00;5;200,00;73;20,00;689;5,00;6702;2,00;3441;1,50
2026-06-10;135007;260550,00;0;0,00;1;20000,00;4;2.000,00;35;200,00;311;20,00;3070;5,00;31691;2,00;16055;1,50
2026-06-09;172049;360991,50;0;0,00;1;20000,00;3;2.000,00;47;200,00;458;20,00;4318;5,00;42715;2,00;19927;1,50
2026-06-08;24983;53986,50;0;0,00;0;20000,00;0;2.000,00;5;200,00;55;20,00;625;5,00;6422;2,00;3055;1,50
2026-06-07;4564;15684,00;0;0,00;0;20000,00;0;2.000,00;0;200,00;22;20,00;187;5,00;1778;2,00;843;1,50
2026-06-06;191599;354708,00;0;0,00;1;20000,00;2;2.000,00;25;200,00;448;20,00;4157;5,00;41927;2,00;20447;1,50
2026-06-05;225396;464242,50;0;0,00;0;20000,00;7;2.000,00;59;200,00;586;20,00;5573;5,00;55576;2,00;25197;1,50
2026-06-04;24414;53746,50;0;0,00;0;20000,00;0;2.000,00;4;200,00;48;20,00;618;5,00;6436;2,00;3045;1,50
2026-06-03;128007;246502,50;0;0,00;0;20000,00;1;2.000,00;32;200,00;300;20,00;2991;5,00;29427;2,00;13779;1,50
2026-06-02;150869;311253,00;0;0,00;0;20000,00;5;2.000,00;42;200,00;359;20,00;3653;5,00;37363;2,00;17921;1,50
2026-06-01;24058;52564,50;0;0,00;0;20000,00;0;2.000,00;6;200,00;67;20,00;635;5,00;6227;2,00;3011;1,50
2026-05-31;4729;16908,00;0;0,00;0;20000,00;0;2.000,00;2;200,00;19;20,00;187;5,00;2050;2,00;922;1,50
2026-05-30;205064;384667,50;0;0,00;0;20000,00;5;2.000,00;44;200,00;460;20,00;4667;5,00;45867;2,00;22272;1,50
2026-05-29;179882;359596,50;0;0,00;0;20000,00;1;2.000,00;44;200,00;412;20,00;4197;5,00;42665;2,00;20563;1,50
2026-05-28;23012;50584,50;0;0,00;0;20000,00;0;2.000,00;7;200,00;59;20,00;633;5,00;6095;2,00;3129;1,50
2026-05-27;117908;225102,00;0;0,00;0;20000,00;1;2.000,00;36;200,00;281;20,00;2625;5,00;27106;2,00;12412;1,50
2026-05-26;115167;232590,00;0;0,00;1;20000,00;1;2.000,00;39;200,00;269;20,00;2718;5,00;27821;2,00;12318;1,50
2026-05-25;21247;46129,50;0;0,00;0;20000,00;1;2.000,00;9;200,00;54;20,00;549;5,00;5580;2,00;2539;1,50
2026-05-24;4504;15520,50;0;0,00;0;20000,00;0;2.000,00;0;200,00;11;20,00;186;5,00;1810;2,00;876;1,50
2026-05-23;190360;351814,50;0;0,00;3;20000,00;6;2.000,00;47;200,00;450;20,00;4284;5,00;42450;2,00;20356;1,50
2026-05-22;158530;310965,00;0;0,00;1;20000,00;4;2.000,00;37;200,00;338;20,00;3705;5,00;37354;2,00;16935;1,50
2026-05-21;21967;47896,50;0;0,00;0;20000,00;0;2.000,00;8;200,00;51;20,00;625;5,00;5811;2,00;2585;1,50
2026-05-20;126907;241314,00;0;0,00;0;20000,00;3;2.000,00;34;200,00;281;20,00;2786;5,00;28725;2,00;13853;1,50
2026-05-19;117231;233830,50;0;0,00;2;20000,00;3;2.000,00;22;200,00;260;20,00;2823;5,00;28163;2,00;12416;1,50
2026-05-18;22975;48708,00;0;0,00;0;20000,00;1;2.000,00;5;200,00;55;20,00;566;5,00;5942;2,00;2510;1,50
2026-05-17;4248;14263,50;0;0,00;0;20000,00;0;2.000,00;1;200,00;17;20,00;174;5,00;1745;2,00;803;1,50
2026-05-16;177569;326304,00;0;0,00;0;20000,00;3;2.000,00;47;200,00;406;20,00;3870;5,00;39198;2,00;16614;1,50
2026-05-15;148833;293454,00;0;0,00;0;20000,00;2;2.000,00;39;200,00;364;20,00;3474;5,00;35517;2,00;15342;1,50
2026-05-14;20820;44947,50;0;0,00;0;20000,00;0;2.000,00;7;200,00;48;20,00;509;5,00;5515;2,00;2482;1,50
2026-05-13;128288;243363,00;0;0,00;0;20000,00;2;2.000,00;23;200,00;299;20,00;2919;5,00;29462;2,00;14908;1,50
2026-05-12;115062;229347,00;0;0,00;0;20000,00;0;2.000,00;23;200,00;274;20,00;2745;5,00;27791;2,00;12599;1,50
2026-05-11;23302;50488,50;0;0,00;0;20000,00;3;2.000,00;9;200,00;55;20,00;591;5,00;6039;2,00;2798;1,50
2026-05-10;4431;15021,00;0;0,00;0;20000,00;1;2.000,00;2;200,00;22;20,00;155;5,00;1823;2,00;826;1,50
2026-05-09;181199;331369,50;0;0,00;0;20000,00;5;2.000,00;34;200,00;405;20,00;3961;5,00;39385;2,00;18217;1,50
2026-05-08;160520;313003,50;0;0,00;1;20000,00;3;2.000,00;45;200,00;393;20,00;3721;5,00;37572;2,00;17487;1,50
2026-05-07;24555;53214,00;0;0,00;0;20000,00;1;2.000,00;6;200,00;52;20,00;655;5,00;6279;2,00;2873;1,50
2026-05-06;128167;244456,50;0;0,00;0;20000,00;1;2.000,00;33;200,00;288;20,00;2942;5,00;29519;2,00;12541;1,50
2026-05-05;118294;235312,50;0;0,00;1;20000,00;7;2.000,00;29;200,00;280;20,00;2800;5,00;28578;2,00;13418;1,50
2026-05-04;21366;46408,50;0;0,00;0;20000,00;0;2.000,00;3;200,00;49;20,00;564;5,00;5529;2,00;2601;1,50
2026-05-03;4391;14826,00;0;0,00;0;20000,00;0;2.000,00;1;200,00;17;20,00;162;5,00;1880;2,00;803;1,50
2026-05-02;174964;320019,00;0;0,00;0;20000,00;7;2.000,00;34;200,00;330;20,00;3902;5,00;38274;2,00;17478;1,50
2026-05-01;131623;254239,50;0;0,00;0;20000,00;3;2.000,00;42;200,00;309;20,00;3043;5,00;31228;2,00;15030;1,50
2026-04-30;24507;52593,00;0;0,00;0;20000,00;0;2.000,00;2;200,00;61;20,00;619;5,00;6189;2,00;3107;1,50
2026-04-29;122800;232824,00;0;0,00;1;20000,00;4;2.000,00;25;200,00;266;20,00;2818;5,00;28426;2,00;11985;1,50
2026-04-28;101620;198958,50;0;0,00;0;20000,00;3;2.000,00;25;200,00;216;20,00;2382;5,00;23817;2,00;10437;1,50
2026-04-27;23279;48984,00;0;0,00;0;20000,00;3;2.000,00;6;200,00;50;20,00;587;5,00;5870;2,00;2901;1,50
2026-04-26;4289;14226,00;0;0,00;0;20000,00;0;2.000,00;1;200,00;20;20,00;191;5,00;1720;2,00;733;1,50
2026-04-25;203260;376522,50;0;0,00;1;20000,00;6;2.000,00;45;200,00;434;20,00;4491;5,00;45647;2,00;20907;1,50
2026-04-24;138297;263842,50;0;0,00;1;20000,00;3;2.000,00;35;200,00;308;20,00;3155;5,00;31669;2,00;15156;1,50
2026-04-23;23386;49621,50;0;0,00;0;20000,00;1;2.000,00;9;200,00;64;20,00;555;5,00;5926;2,00;2577;1,50
2026-04-22;122471;231297,00;0;0,00;0;20000,00;3;2.000,00;26;200,00;279;20,00;2780;5,00;27983;2,00;12968;1,50
2026-04-21;136351;276070,50;0;0,00;0;20000,00;3;2.000,00;37;200,00;337;20,00;3267;5,00;33010;2,00;14883;1,50
2026-04-20;23319;48798,00;0;0,00;0;20000,00;0;2.000,00;4;200,00;47;20,00;578;5,00;5711;2,00;2511;1,50
2026-04-19;4172;13777,50;0;0,00;0;20000,00;0;2.000,00;1;200,00;14;20,00;162;5,00;1639;2,00;776;1,50
2026-04-18;178221;323301,00;0;0,00;0;20000,00;6;2.000,00;49;200,00;380;20,00;3954;5,00;39094;2,00;18558;1,50
2026-04-17;171641;339324,00;0;0,00;0;20000,00;4;2.000,00;53;200,00;431;20,00;4004;5,00;40456;2,00;19352;1,50
2026-04-16;23021;48126,00;0;0,00;0;20000,00;0;2.000,00;4;200,00;60;20,00;592;5,00;5635;2,00;2752;1,50
2026-04-15;130713;246484,50;0;0,00;0;20000,00;6;2.000,00;26;200,00;306;20,00;2991;5,00;29657;2,00;13935;1,50
2026-04-14;124002;247411,50;0;0,00;0;20000,00;5;2.000,00;32;200,00;288;20,00;3022;5,00;30053;2,00;13083;1,50
2026-04-13;23690;49054,50;0;0,00;0;20000,00;0;2.000,00;7;200,00;54;20,00;547;5,00;5956;2,00;3070;1,50
2026-04-12;4138;13348,50;0;0,00;0;20000,00;0;2.000,00;0;200,00;18;20,00;157;5,00;1628;2,00;738;1,50
2026-04-11;186730;341061,00;0;0,00;0;20000,00;6;2.000,00;38;200,00;397;20,00;4092;5,00;40814;2,00;19573;1,50
2026-04-10;160924;314932,50;0;0,00;0;20000,00;1;2.000,00;36;200,00;386;20,00;3900;5,00;37884;2,00;17841;1,50
2026-04-09;24281;50592,00;0;0,00;0;20000,00;0;2.000,00;6;200,00;66;20,00;592;5,00;6167;2,00;3154;1,50
2026-04-08;120651;227749,50;0;0,00;0;20000,00;2;2.000,00;34;200,00;303;20,00;2810;5,00;27588;2,00;13902;1,50
2026-04-07;109563;218613,00;0;0,00;0;20000,00;2;2.000,00;21;200,00;274;20,00;2680;5,00;26630;2,00;12326;1,50
2026-04-06;23896;49990,50;0;0,00;0;20000,00;1;2.000,00;8;200,00;67;20,00;605;5,00;5903;2,00;3094;1,50
2026-04-05;4399;14392,50;0;0,00;0;20000,00;0;2.000,00;3;200,00;26;20,00;201;5,00;1695;2,00;862;1,50
2026-04-04;188055;342273,00;0;0,00;1;20000,00;4;2.000,00;42;200,00;431;20,00;4124;5,00;41644;2,00;19445;1,50
2026-04-03;157682;305281,50;0;0,00;0;20000,00;4;2.000,00;37;200,00;382;20,00;3685;5,00;36214;2,00;17251;1,50
2026-04-02;28679;61330,50;0;0,00;0;20000,00;0;2.000,00;8;200,00;66;20,00;675;5,00;7218;2,00;3544;1,50
2026-04-01;123288;231832,50;0;0,00;0;20000,00;1;2.000,00;18;200,00;275;20,00;2763;5,00;28162;2,00;13190;1,50
2026-03-31;115025;227241,00;0;0,00;0;20000,00;1;2.000,00;20;200,00;275;20,00;2754;5,00;27526;2,00;13757;1,50
2026-03-30;24403;51108,00;0;0,00;0;20000,00;1;2.000,00;2;200,00;64;20,00;627;5,00;6239;2,00;2933;1,50
2026-03-29;4121;13279,50;0;0,00;0;20000,00;0;2.000,00;2;200,00;17;20,00;164;5,00;1655;2,00;707;1,50
2026-03-28;206302;381151,50;0;0,00;1;20000,00;3;2.000,00;47;200,00;462;20,00;4710;5,00;45480;2,00;21675;1,50
2026-03-27;152376;293653,50;0;0,00;0;20000,00;3;2.000,00;33;200,00;365;20,00;3385;5,00;34881;2,00;16825;1,50
2026-03-26;23302;49146,00;0;0,00;0;20000,00;0;2.000,00;8;200,00;68;20,00;600;5,00;5761;2,00;2641;1,50
2026-03-25;122423;230475,00;0;0,00;0;20000,00;0;2.000,00;28;200,00;285;20,00;2682;5,00;27513;2,00;13041;1,50
2026-03-24;112578;221931,00;0;0,00;0;20000,00;0;2.000,00;24;200,00;271;20,00;2712;5,00;26463;2,00;12308;1,50
2026-03-23;24110;50506,50;0;0,00;0;20000,00;0;2.000,00;4;200,00;60;20,00;574;5,00;6111;2,00;2855;1,50
2026-03-22;4231;13257,00;0;0,00;0;20000,00;1;2.000,00;0;200,00;12;20,00;150;5,00;1546;2,00;793;1,50
2026-03-21;199769;368226,00;0;0,00;0;20000,00;7;2.000,00;43;200,00;422;20,00;4401;5,00;43535;2,00;20215;1,50
2026-03-20;158580;305889,00;0;0,00;0;20000,00;7;2.000,00;36;200,00;360;20,00;3648;5,00;36502;2,00;17673;1,50
2026-03-19;23601;49204,50;0;0,00;0;20000,00;1;2.000,00;6;200,00;63;20,00;598;5,00;6000;2,00;2741;1,50
2026-03-18;136717;258991,50;0;0,00;0;20000,00;1;2.000,00;26;200,00;338;20,00;3082;5,00;31081;2,00;13959;1,50
2026-03-17;118288;235137,00;0;0,00;0;20000,00;1;2.000,00;26;200,00;275;20,00;2725;5,00;28517;2,00;12398;1,50
2026-03-16;26562;56655,00;0;0,00;0;20000,00;0;2.000,00;7;200,00;66;20,00;671;5,00;6730;2,00;2808;1,50
2026-03-15;4915;16206,00;0;0,00;0;20000,00;1;2.000,00;0;200,00;18;20,00;189;5,00;1948;2,00;846;1,50
2026-03-14;195595;359019,00;0;0,00;0;20000,00;8;2.000,00;44;200,00;423;20,00;4184;5,00;42922;2,00;18915;1,50
2026-03-13;357667;713823,00;0;0,00;2;20000,00;8;2.000,00;113;200,00;863;20,00;8624;5,00;86429;2,00;42034;1,50
2026-03-12;24290;50838,00;0;0,00;0;20000,00;1;2.000,00;9;200,00;53;20,00;610;5,00;5889;2,00;2727;1,50
2026-03-11;127531;239920,50;0;0,00;0;20000,00;5;2.000,00;20;200,00;292;20,00;2930;5,00;28774;2,00;13698;1,50
2026-03-10;196025;414655,50;0;0,00;0;20000,00;7;2.000,00;35;200,00;502;20,00;4921;5,00;49438;2,00;23308;1,50
2026-03-09;25338;52347,00;0;0,00;0;20000,00;0;2.000,00;8;200,00;62;20,00;608;5,00;6209;2,00;2923;1,50
2026-03-08;4096;12853,50;0;0,00;0;20000,00;0;2.000,00;0;200,00;18;20,00;162;5,00;1559;2,00;705;1,50
2026-03-07;189175;343753,50;0;0,00;0;20000,00;6;2.000,00;47;200,00;426;20,00;4075;5,00;41574;2,00;18564;1,50
2026-03-06;236929;493797,00;1;1000000,00;0;20000,00;2;2.000,00;61;200,00;585;20,00;5798;5,00;58789;2,00;27077;1,50
2026-03-05;26274;57582,00;0;0,00;0;20000,00;2;2.000,00;7;200,00;66;20,00;700;5,00;6978;2,00;3042;1,50
2026-03-04;127149;241390,50;0;0,00;0;20000,00;2;2.000,00;34;200,00;288;20,00;2953;5,00;28749;2,00;12219;1,50
2026-03-03;168767;350373,00;0;0,00;1;20000,00;2;2.000,00;44;200,00;390;20,00;4101;5,00;41857;2,00;19563;1,50
2026-03-02;26999;58678,50;0;0,00;0;20000,00;0;2.000,00;6;200,00;62;20,00;708;5,00;6944;2,00;3312;1,50
2026-03-01;4774;16630,50;0;0,00;0;20000,00;0;2.000,00;2;200,00;12;20,00;187;5,00;2051;2,00;817;1,50
2026-02-28;221098;415117,50;0;0,00;0;20000,00;8;2.000,00;57;200,00;509;20,00;4823;5,00;49336;2,00;25321;1,50
2026-02-27;216259;441756,00;0;0,00;0;20000,00;7;2.000,00;52;200,00;551;20,00;5248;5,00;52531;2,00;23386;1,50
2026-02-26;26281;57970,50;0;0,00;0;20000,00;0;2.000,00;6;200,00;76;20,00;676;5,00;6985;2,00;3079;1,50
2026-02-25;128481;243793,50;0;0,00;0;20000,00;3;2.000,00;30;200,00;294;20,00;3029;5,00;28969;2,00;12705;1,50
2026-02-24;159312;331218,00;0;0,00;0;20000,00;6;2.000,00;44;200,00;385;20,00;3999;5,00;39611;2,00;18508;1,50
2026-02-23;28074;61705,50;0;0,00;0;20000,00;1;2.000,00;10;200,00;67;20,00;785;5,00;7524;2,00;3251;1,50
2026-02-22;4635;15994,50;0;0,00;0;20000,00;0;2.000,00;5;200,00;7;20,00;194;5,00;1906;2,00;902;1,50
2026-02-21;188715;347640,00;0;0,00;0;20000,00;6;2.000,00;49;200,00;428;20,00;4194;5,00;42214;2,00;19715;1,50
2026-02-20;239047;491538,00;0;0,00;0;20000,00;4;2.000,00;58;200,00;612;20,00;5887;5,00;59044;2,00;27451;1,50
2026-02-19;25651;56262,00;0;0,00;0;20000,00;0;2.000,00;6;200,00;85;20,00;700;5,00;6794;2,00;3091;1,50
